Unique_Investment_Identifier,Business_Case_ID,Agency_Name,Investment_Title,Project_ID,Project_Name,Project_Description,Start_Date,Completion_Date_(B1),Planned_Project_Completion_Date_(B2),Projected/Actual_Project_Completion_Date_(B2),Lifecycle_Cost,Schedule_Variance_(in_days),Schedule_Variance_percentage,Cost_Variance_($M),Cost_Variance_percentage,Planned_Cost_($M),Projected/Actual_Cost_($M),Updated_Date,Updated_Time
024-000005625,175,Department of Homeland Security(24),TSA - Hazmat Threat Assessment Program (HAZMAT),20,HME SG Maintenance,,,,,,,0,0,0,0,0.742,0.742,27/07/2012,14:26:19
024-000005625,175,Department of Homeland Security(24),TSA - Hazmat Threat Assessment Program (HAZMAT),21,718,,,,,,1.4,0,0,0,0,1.4,1.4,29/03/2012,11:43:14
024-000005625,175,Department of Homeland Security(24),TSA - Hazmat Threat Assessment Program (HAZMAT),22,633,,,,,,2,0,0,-0.05,-2.56,1.95,2,19/08/2012,10:05:41
024-000005651,177,Department of Homeland Security(24),TSA - FAMSNet (Common Operating Environment),2947,138,,,,,,0.09,-29,-11.89,0,0,0.09,0.09,21/08/2012,04:12:28
024-000005651,177,Department of Homeland Security(24),TSA - FAMSNet (Common Operating Environment),2948,137,,,,,,0.09,0,0,0,0,0.09,0.09,27/07/2012,14:26:24
024-000005632,178,Department of Homeland Security(24),TSA - FAMS Mission Scheduling and Notification System (MSNS),240,Scheduling software modernization,,,,,,,-122,-214.04,0,0,0.02,0.02,21/08/2012,04:12:10
024-000005632,178,Department of Homeland Security(24),TSA - FAMS Mission Scheduling and Notification System (MSNS),241,DC2 migration,,,,,,,-77,-22.99,-0.4,-52.63,0.76,1.16,21/08/2012,04:12:10
024-000005632,178,Department of Homeland Security(24),TSA - FAMS Mission Scheduling and Notification System (MSNS),242,Hardware Modernization,,,,,,,-77,-28.1,-0.04,-2.76,1.45,1.49,28/06/2012,04:17:34
024-000005632,178,Department of Homeland Security(24),TSA - FAMS Mission Scheduling and Notification System (MSNS),243,IRIS production integration,,,,,,,152,41.64,0,0,0.75,0.75,29/02/2012,09:27:50
024-000005632,178,Department of Homeland Security(24),TSA - FAMS Mission Scheduling and Notification System (MSNS),244,ARES production integration,,,,,,,219,71.8,0,0,0.75,0.75,29/02/2012,09:27:50
024-000005632,178,Department of Homeland Security(24),TSA - FAMS Mission Scheduling and Notification System (MSNS),245,Portal Modernization,,,,,,,-280,-158.19,0,0,1.2,1.2,29/02/2012,09:27:50
024-000005632,178,Department of Homeland Security(24),TSA - FAMS Mission Scheduling and Notification System (MSNS),246,FAMIS Modernization,,,,,,,-257,-84.26,0,0,2,2,29/05/2012,04:22:29
024-000005633,179,Department of Homeland Security(24),TSA - Crew Vetting,384,IBM Oasis WO#46,,,,,,,0,0,-0.669,-103.72,0.645,1.314,22/08/2012,04:14:24
024-000005609,181,Department of Homeland Security(24),TSA - Performance Management Information System (PMIS),23,Create Development Environment,,,,,,,1,0.51,0.004,0.46,0.873,0.869,27/10/2011,04:36:30
024-000005609,181,Department of Homeland Security(24),TSA - Performance Management Information System (PMIS),24,PIMS COTS Maintenance,,,,,,,32,6.91,-0.672,-103.38,0.65,1.322,26/06/2012,04:16:18
024-000005609,181,Department of Homeland Security(24),TSA - Performance Management Information System (PMIS),25,PMIS and PIMS Server/Application Migration,,,,,,,3,0.85,0.02,1.5,1.33,1.31,21/08/2012,04:12:11
024-000005609,181,Department of Homeland Security(24),TSA - Performance Management Information System (PMIS),26,"PMIS, AIM, and PIMS Software Releases",,,,,,,0,0,0,0,5.6,5.6,26/06/2012,04:16:18
024-000005609,181,Department of Homeland Security(24),TSA - Performance Management Information System (PMIS),27,Annual Customer Satisfaction Survey,,,,,,,0,0,0,0,0.8,0.8,27/10/2011,04:36:30
024-000005609,181,Department of Homeland Security(24),TSA - Performance Management Information System (PMIS),3125,Base Consulting Contract,,,,,,,0,0,0,0,1.2,1.2,30/04/2012,12:38:29
024-000006079,193,Department of Homeland Security(24),USCG - Rescue 21,1222,Project Management,,,,,,,0,0,0.67,2.14,31.272,30.602,30/07/2012,05:03:42
024-000006079,193,Department of Homeland Security(24),USCG - Rescue 21,1223,Engineering,,,,,,,0,0,0,0,30.472,30.472,30/07/2012,05:03:42
024-000006079,193,Department of Homeland Security(24),USCG - Rescue 21,1224,System Support and Maintenance,,,,,,,0,0,0,0,88.807,88.807,30/07/2012,05:03:42
024-000006079,193,Department of Homeland Security(24),USCG - Rescue 21,1225,Rescue 21 Deployment,,,,,,,0,0,21.068,8.19,257.121,236.053,30/07/2012,05:03:42
024-000006079,193,Department of Homeland Security(24),USCG - Rescue 21,1226,VSAT AC&I,,,,,,,0,0,0,0,0.625,0.625,30/07/2012,05:03:42
024-000006079,193,Department of Homeland Security(24),USCG - Rescue 21,1227,R21 Western Rivers,,,,,,,0,0,0,0,0.315,0.315,31/05/2012,12:47:13
024-000006079,193,Department of Homeland Security(24),USCG - Rescue 21,1228,R21 Alaska,,,,,,,0,0,0,0,7.5,7.5,31/05/2012,12:47:13
024-000006079,193,Department of Homeland Security(24),USCG - Rescue 21,1229,Vessels,,,,,,,0,0,-0.379,-25.27,1.5,1.879,30/07/2012,05:03:42
024-000006074,194,Department of Homeland Security(24),USCG - Ports and Waterways Safety System - IT,151,AIS Recapitalization,,,,,,,-65,-13.1,0,0,1.338,1.338,30/04/2012,10:29:58
024-000006074,194,Department of Homeland Security(24),USCG - Ports and Waterways Safety System - IT,152,INVS Recapitalization,,,,,,,0,0,0,0,0.317,0.317,30/04/2012,10:29:58
024-000006005,195,Department of Homeland Security(24),USCG - Nationwide Automatic Identification System (NAIS),378,Increment 2,,,,,,,0,0,0.582,4.95,11.768,11.186,21/08/2012,04:12:14
024-000006005,195,Department of Homeland Security(24),USCG - Nationwide Automatic Identification System (NAIS),379,Maintenance Support,,,,,,,0,0,-0.194,-2.99,6.488,6.682,02/08/2012,06:25:02
024-000006117,197,Department of Homeland Security(24),USCG - Interagency Operations Centers (IOC),141,Segment 1,,,,,,,-31,-5.36,0,0,2.035,2.035,21/08/2012,04:12:13
024-000006117,197,Department of Homeland Security(24),USCG - Interagency Operations Centers (IOC),142,Segment 2,,,,,,,0,0,0,0,3.53,3.53,08/05/2012,04:03:10
024-000006010,200,Department of Homeland Security(24),USCG - Direct Access,382,Direct Access Technical Refresh,,,,,,,0,0,0.78,10.39,7.509,6.729,27/07/2012,04:37:18
024-000006010,200,Department of Homeland Security(24),USCG - Direct Access,383,Direct Access Maintenance,,,,,,,0,0,-0.128,-4.14,3.094,3.222,30/04/2012,09:25:21
024-000006010,200,Department of Homeland Security(24),USCG - Direct Access,2941,CG-1 PMO Support,,,,,,,0,0,0.035,4.53,0.772,0.737,29/05/2012,04:22:32
024-000006077,202,Department of Homeland Security(24),USCG - CG Business Intelligence (CGBI),143,CGBI 3.0,,,,,,,64,15.46,0.089,55.97,0.159,0.07,24/07/2012,04:11:43
024-000006077,202,Department of Homeland Security(24),USCG - CG Business Intelligence (CGBI),144,Cognos 10 upgrade,,,,,,,-61,-13.8,0,0,0.25,0.25,27/10/2011,04:36:46
024-000006077,202,Department of Homeland Security(24),USCG - CG Business Intelligence (CGBI),145,Predictive Analytics Capability,,,,,,,39,3.83,0.161,64.4,0.25,0.089,29/05/2012,04:22:31
024-000006077,202,Department of Homeland Security(24),USCG - CG Business Intelligence (CGBI),146,Data Quality capability,,,,,,,0,0,0,0,0.2,0.2,29/05/2012,04:22:31
024-000006115,203,Department of Homeland Security(24),USCG - CG-LIMS,153,Segment 1,,,,,,,0,0,0.439,6.38,6.882,6.443,23/02/2012,07:00:28
024-000006343,204,Department of Homeland Security(24),USCG - C4ISR,410,Segment 2,,,,,,,-31,-5.66,12.616,22.34,56.478,43.862,26/03/2012,07:59:37
024-000006343,204,Department of Homeland Security(24),USCG - C4ISR,411,Prototype Segment 2,,,,,,,0,0,0,0,22.7,22.7,29/06/2012,03:55:41
024-000006343,204,Department of Homeland Security(24),USCG - C4ISR,412,VAMP Redesign,,,,,,,0,0,0,0,3.41,3.41,16/12/2011,05:09:10
024-000006343,204,Department of Homeland Security(24),USCG - C4ISR,413,FRC IA/ATO,,,,,,,0,0,0,0,1.5,1.5,26/04/2012,06:13:46
024-000006343,204,Department of Homeland Security(24),USCG - C4ISR,414,NSC C4ISR C&A,,,,,,,0,0,0,0,5,5,26/04/2012,06:13:46
024-000006343,204,Department of Homeland Security(24),USCG - C4ISR,415,NSC 3-4 Operational Testing Support,,,,,,,0,0,0,0,2.5,2.5,26/04/2012,06:13:46
024-000006006,205,Department of Homeland Security(24),USCG - Asset Logistics Management Information System (ALMIS),140,ALMIS Project,,,,,,,-2,-0.43,1.423,17.46,8.15,6.727,24/02/2012,04:43:44
024-000004053,208,Department of Homeland Security(24),USSS - IT Infrastructure,147,End User Systems & Support Maintenance Activities,,,,,,,0,0,-5.182,-164.35,3.153,8.335,29/02/2012,13:06:04
024-000004053,208,Department of Homeland Security(24),USSS - IT Infrastructure,148,Mainframe and Servers Services & Support Maintenance Activities,,,,,,,0,0,-0.436,-363.33,0.12,0.556,29/05/2012,04:22:33
024-000004053,208,Department of Homeland Security(24),USSS - IT Infrastructure,149,Telecommunications Systems & Support Maintenance Activities,,,,,,,0,0,-0.194,-2.95,6.57,6.764,23/08/2012,04:14:06
024-000004053,208,Department of Homeland Security(24),USSS - IT Infrastructure,150,Datacenter Migration,,,,,,,0,0,-2.8,-15.56,18,20.8,30/04/2012,09:25:21
024-000005116,303,Department of Homeland Security(24),CBP - Land Border Integration (LBI),200,LBI Phase 1,,,,,,,-152,-100,5.194,24.86,20.893,15.699,26/06/2012,04:16:30
024-000005056,304,Department of Homeland Security(24),CBP - SAP,253,SAP Budget Solution Upgrade,,,,,,,23,4.47,0,0,13.379,13.379,28/06/2012,04:17:38
024-000005056,304,Department of Homeland Security(24),CBP - SAP,254,SAP Support Patches,,,,,,,-5,-3.97,0,0,1.35,1.35,27/07/2012,04:37:32
024-000005064,307,Department of Homeland Security(24),CBP - Tactical Communications (TACCOM) Modernization,188,Houlton,,,,,,,-122,-16.05,-3.842,-6.32,60.776,64.618,22/08/2012,04:14:10
024-000005064,307,Department of Homeland Security(24),CBP - Tactical Communications (TACCOM) Modernization,189,El Paso,,,,,,,-209,-56.49,0.24,3.1,7.74,7.5,24/07/2012,04:11:36
024-000005064,307,Department of Homeland Security(24),CBP - Tactical Communications (TACCOM) Modernization,190,Rio Grande Valley,,,,,,,-84,-13.23,-0.23,-0.68,33.853,34.083,22/08/2012,04:14:10
024-000005064,307,Department of Homeland Security(24),CBP - Tactical Communications (TACCOM) Modernization,191,Digital in Place,,,,,,,-546,-54,0,0,19.5,19.5,28/06/2012,04:17:33
024-000005358,308,Department of Homeland Security(24),ICE - TECS Modernization,43,Core Case Management Release 1.0,,,,,,,0,0,1.064,4.94,21.553,20.489,19/08/2012,10:06:02
024-000005188,311,Department of Homeland Security(24),CBP - Infrastructure,2,Windows 7,,,,,,,0,0,2.576,41.22,6.25,3.674,30/04/2012,04:42:57
024-000005052,312,Department of Homeland Security(24),CBP - Automated Targeting System (ATS) Maintenance,44,Passenger Iteration,,,,,,,-34,-9.19,0,0,15.788,15.788,27/04/2012,06:09:03
024-000005052,312,Department of Homeland Security(24),CBP - Automated Targeting System (ATS) Maintenance,47, Cargo Iteration,,,,,,,0,0,0,0,17.76,17.76,24/07/2012,04:12:49
024-000005053,314,Department of Homeland Security(24),CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),344,M1 - e-Manifest Rail and Sea,,,,,,,-97,-19.76,0.11,1.08,10.223,10.113,03/05/2012,05:57:41
024-000005053,314,Department of Homeland Security(24),CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),345,Cargo Control and Release Planning/ADE 2a/2b Approval Phase,,,,,,,-88,-61.54,0,0,2.4,2.4,22/08/2012,04:14:29
024-000005053,314,Department of Homeland Security(24),CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),346,Task Order PROD,,,,,,,0,0,2.037,8.92,22.846,20.809,22/08/2012,04:14:29
024-000005053,314,Department of Homeland Security(24),CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),347,Task Order ECOM,,,,,,,0,0,-1.126,-4,28.143,29.269,22/08/2012,04:14:29
024-000005053,314,Department of Homeland Security(24),CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),348,ACE Infrastructure Support,,,,,,,0,0,13.522,22.52,60.047,46.525,03/05/2012,05:57:42
024-000005137,315,Department of Homeland Security(24),CBP - Analytical Framework for Intelligence,3,AFI System,,,,,,,0,0,0,0,29.35,29.35,22/08/2012,04:14:25
024-000005137,315,Department of Homeland Security(24),CBP - Analytical Framework for Intelligence,4,HSDN,,,,,,,0,0,-0.1,-2.33,4.29,4.39,24/07/2012,04:12:17
024-000005138,316,Department of Homeland Security(24),CBP - Advance Passenger Information System (APIS),226,Advance Passenger Information System,,,,,,,0,0,0.423,11.45,3.695,3.272,22/08/2012,04:14:28
024-000003015,319,Department of Homeland Security(24),USCIS - Transformation,1637,Core Account and Case Management,,,,,,,0,0,101.284,13.39,756.28,654.996,27/07/2012,14:26:21
024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,192,CLAIMS 4 Release 8.5,,,,,,,-7,-1.91,0.296,32.89,0.9,0.604,30/11/2011,11:03:10
024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,193,CLAIMS 4 Release 8.6,,,,,,,-2,-0.89,0.35,38.89,0.9,0.55,31/07/2012,04:11:29
024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,194,CLAIMS 4 Release 8.7,,,,,,,0,0,0,0,0.9,0.9,30/11/2011,11:03:11
024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,195,CLAIMS 4 Security,,,,,,,-77,-42.31,0,0,0.1,0.1,30/04/2012,12:39:42
024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,196,Release 8.5.0.1,,,,,,,-187,-159.83,0,0,0.2,0.2,30/05/2012,04:19:11
024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,197,Lean Agile Release 8.5.1.0,,,,,,,0,0,0.009,12,0.075,0.066,23/12/2011,04:45:31
024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,198,Lean Agile Release 8.5.2.0,,,,,,,-14,-25.45,0.033,44,0.075,0.042,29/02/2012,05:18:24
024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,199,Lean Agile Release 8.5.3.0,,,,,,,0,0,0.049,65.33,0.075,0.026,28/03/2012,05:07:33
024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,2944,Release 8.5.2.1,,,,,,,0,0,-0.006,-37.5,0.016,0.022,28/03/2012,05:07:33
024-000003038,320,Department of Homeland Security(24),USCIS - Naturalization - CLAIMS 4,2945,Release 8.5.3.1,,,,,,,0,0,-0.001,-5,0.02,0.021,30/04/2012,12:39:42
024-000003030,321,Department of Homeland Security(24),USCIS - Integrated Document Production (IDP),338,Redesigned EAD card,,,,,,,127,12.05,0,0,0.063,0.063,30/04/2012,12:39:42
024-000003030,321,Department of Homeland Security(24),USCIS - Integrated Document Production (IDP),339,CPSTR Relase 1.1,,,,,,,0,0,0,0,0.419,0.419,30/04/2012,12:39:42
024-000003030,321,Department of Homeland Security(24),USCIS - Integrated Document Production (IDP),340,Optical Card Consumables Contract,,,,,,,-184,-10.08,0,0,7.2,7.2,29/02/2012,08:46:43
024-000003030,321,Department of Homeland Security(24),USCIS - Integrated Document Production (IDP),341,Non-Optical Card Consumables Contract,,,,,,,1,0.05,0,0,2.3,2.3,29/02/2012,08:46:43
024-000003030,321,Department of Homeland Security(24),USCIS - Integrated Document Production (IDP),342,Card Pesonalization System Technology Refreshment (CPSTR),,,,,,,0,0,0,0,2.4,2.4,30/03/2012,11:23:01
024-000003030,321,Department of Homeland Security(24),USCIS - Integrated Document Production (IDP),343,Card Operations Services,,,,,,,0,0,0,0,2.5,2.5,29/02/2012,08:46:43
024-000003030,321,Department of Homeland Security(24),USCIS - Integrated Document Production (IDP),3051,Second Full Service Production Facility (SFSPF),,,,,,,0,0,0,0,5,5,30/03/2012,11:23:01
024-000003030,321,Department of Homeland Security(24),USCIS - Integrated Document Production (IDP),3053,Secure Mail Initiative,,,,,,,1164,63.71,0,0,16,16,30/04/2012,12:39:42
024-000003030,321,Department of Homeland Security(24),USCIS - Integrated Document Production (IDP),3055,Travel Document Production System,,,,,,,1097,27.3,0,0,0.518,0.518,30/04/2012,12:39:42
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,475,CLAIMS 3 - C&A,,,,,,,0,0,0.19,28.44,0.668,0.478,25/07/2012,07:57:04
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,476,CLAIMS MF DC Migration Deploy,,,,,,,36,21.3,0.055,55,0.1,0.045,30/11/2011,08:51:42
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,477,CLAIMS 3 MF R.3.14,,,,,,,-12,-5.33,0.105,30,0.35,0.245,25/07/2012,07:57:04
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,478,CLAIMS 3 MFAS R1.6,,,,,,,-16,-7.11,0.1,33.33,0.3,0.2,25/07/2012,07:57:04
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,479,CLAIMS 3 FD258,,,,,,,-100,-44.44,0,0,0.3,0.3,31/10/2011,10:08:10
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,480,CLAIMS 3 ICMS R1.18,,,,,,,15,10.64,0.124,45.93,0.27,0.146,31/05/2012,12:19:20
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,481,CLAIMS 3 CRISI R 4.9,,,,,,,11,8.53,0.197,43.78,0.45,0.253,28/03/2012,05:07:32
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,482,CLAIMS 3 FBASI R1.7,,,,,,,0,0,0.318,70.82,0.449,0.131,24/08/2012,05:57:05
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,483,CLAIMS 3 BRU,,,,,,,0,0,0,0,0.42,0.42,31/10/2011,10:08:10
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,484,CLAIMS 3 ICMS R1.19,,,,,,,64,53.33,0.151,52.61,0.287,0.136,26/06/2012,04:16:25
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,485,CLAIMS 3 MF R3.15,,,,,,,0,0,0,0,0.342,0.342,24/08/2012,05:57:05
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,486,CLAIMS 3 MFAS R1.7,,,,,,,0,0,0,0,0.347,0.347,24/08/2012,05:57:05
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,487,CLAIMS 3 Quarterly Table Updates,,,,,,,-2,-0.67,-0.863,-64.21,1.344,2.207,24/08/2012,05:57:05
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,488,CLAIMS 3 DBA Support,,,,,,,0,0,-2.616,-181.67,1.44,4.056,31/05/2012,12:19:20
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,489,LAN R6.21 Testing & Deploy,,,,,,,0,0,0.005,16.67,0.03,0.025,31/10/2011,10:08:10
024-000003036,324,Department of Homeland Security(24),USCIS - Immigration - CLAIMS 3.0,490,LAN R6.22-Development,,,,,,,-91,-52,-0.444,-286.45,0.155,0.599,03/05/2012,05:56:25
